#{"t_start": 1716825818.5659237, "env_id": "None"}
r,l,t
-10.03,4,22.436188
-10.03,4,22.441729
-10.02,3,22.445731
-10.06,7,22.454311
-10.02,3,22.458849
-10.03,4,22.463889
-10.02,3,22.467465
-10.03,4,22.478482
-10.02,3,22.480934
-10.02,3,22.483939
-10.02,3,22.486935
-10.02,3,22.488934
-10.02,3,22.492239
-10.02,3,22.495238
-10.02,3,22.500746
-10.02,3,22.504753
-10.04,5,22.509751
-10.04,5,22.516261
-10.02,3,22.519259
-10.02,3,22.522769
-10.03,4,22.527767
-10.04,5,22.53328
-10.07,8,22.542795
-10.05,6,22.553298
-10.02,3,22.556298
-10.02,3,22.559297
-10.02,3,22.562803
-10.02,3,22.564808
-10.03,4,22.569319
-10.04,5,22.572825
-10.04,5,22.576832
-10.02,3,22.57983
-10.03,4,22.58334
-10.02,3,22.586345
-10.05,6,22.591347
-10.02,3,22.593851
-10.02,3,22.596855
-10.06,7,22.601856
-10.02,3,22.604359
-10.02,3,22.613364
-10.02,3,22.616872
-10.03,4,22.619872
-10.02,3,22.622872
-10.02,3,22.625387
-10.05,6,22.631394
-10.02,3,22.633392
-10.02,3,22.635896
-10.04,5,22.640901
-10.02,3,22.642901
-10.05,6,22.648413
-10.02,3,22.650411
-10.02,3,22.65341
-10.02,3,22.65541
-10.02,3,22.658921
-10.04,5,22.662919
-10.04,5,22.671938
-10.02,3,22.674938
-10.04,5,22.678445
-10.03,4,22.682445
-10.03,4,22.687916
-10.02,3,22.691923
-10.03,4,22.69692
-10.04,5,22.702431
-10.02,3,22.706431
-10.03,4,22.711944
-10.04,5,22.719449
-10.02,3,22.723455
-10.02,3,22.727453
-10.03,4,22.73196
-10.04,5,22.736959
-10.02,3,22.740532
-10.02,3,22.75296
-10.04,5,22.758958
-10.02,3,22.762468
-10.02,3,22.76547
-10.02,3,22.768981
-10.02,3,22.771485
-10.02,3,22.774489
-10.02,3,22.77649
-10.02,3,22.77949
-10.02,3,22.781995
-10.02,3,22.785
-10.03,4,22.788
-10.03,4,22.791506
-10.02,3,22.79351
-10.02,3,22.79651
-10.02,3,22.79951
-10.03,4,22.80702
-10.03,4,22.811022
-10.02,3,22.813535
-10.02,3,22.816534
-10.02,3,22.819533
-10.06,7,22.828046
-10.04,5,22.833549
-10.04,5,22.838552
-10.02,3,22.842555
-10.02,3,22.847066
-10.04,5,22.852067
-10.02,3,22.855573
-10.04,5,22.861573
-10.03,4,22.866596
-10.04,5,22.872601
-10.02,3,22.8756
-10.02,3,22.883109
-10.02,3,22.885108
-10.03,4,22.888618
-10.02,3,22.893619
-10.02,3,22.898131
-10.02,3,22.902129
-10.02,3,22.90513
-10.02,3,22.908169
-10.02,3,22.91117
-10.02,3,22.914167
-10.02,3,22.917168
-10.03,4,22.920529
-10.03,4,22.923529
-10.02,3,22.926528
-10.02,3,22.929038
-10.02,3,22.93104
-10.02,3,22.941552
-10.04,5,22.945552
-10.06,7,22.951062
-10.02,3,22.954062
-10.02,3,22.957064
-10.02,3,22.959579
-10.03,4,22.962577
-10.03,4,22.966581
-10.03,4,22.96942
-10.03,4,22.973427
-10.04,5,22.977426
-10.03,4,22.980936
-10.03,4,22.983935
-10.02,3,22.986936
-10.02,3,22.988935
-10.02,3,22.991448
-10.03,4,22.999952
-10.05,6,23.004956
-10.03,4,23.007956
-10.02,3,23.010459
-10.04,5,23.017465
-10.02,3,23.021973
-10.02,3,23.024973
-10.02,3,23.028975
-10.02,3,23.033488
-10.02,3,23.036488
-10.04,5,23.042997
-10.02,3,23.048996
-10.03,4,23.053504
-10.03,4,23.057533
-10.02,3,23.061538
-10.02,3,23.065116
-10.02,3,23.075058
-10.02,3,23.079056
-10.03,4,23.084573
-10.04,5,23.089573
-10.02,3,23.094076
-10.02,3,23.099083
-10.02,3,23.10308
-10.02,3,23.108588
-10.02,3,23.112587
-10.02,3,23.117097
-10.06,7,23.126715
-10.04,5,23.132714
-10.06,7,23.141295
-10.02,3,23.145838
-10.02,3,23.149877
-10.03,4,23.157383
-10.02,3,23.165649
-10.02,3,23.168795
-10.02,3,23.171796
-10.02,3,23.174795
-10.02,3,23.176828
-10.02,3,23.180828
-10.02,3,23.183828
-10.02,3,23.185829
-10.02,3,23.188952
-10.03,4,23.192952
-10.03,4,23.195952
-10.03,4,23.199154
-10.04,5,23.203153
-10.02,3,23.206164
-10.04,5,23.210296
-10.02,3,23.212296
-10.04,5,23.221877
-10.02,3,23.224876
-10.04,5,23.228384
-10.03,4,23.233386
-10.06,7,23.240897
-10.02,3,23.244895
-10.02,3,23.247403
-10.02,3,23.250409
-10.06,7,23.255408
-10.02,3,23.258922
-10.02,3,23.26092
-10.03,4,23.267425
-10.02,3,23.271432
-10.02,3,23.274431
-10.03,4,23.280009
-10.02,3,23.283013
-10.06,7,23.29652
-10.03,4,23.30168
-10.03,4,23.306696
-10.02,3,23.310184
-10.02,3,23.314188
-10.02,3,23.318188
-10.03,4,23.323193
-10.04,5,23.329189
-10.04,5,23.352239
-10.02,3,23.363437
-10.02,3,23.36695
-10.03,4,23.37546
-10.03,4,23.380465
-10.02,3,23.383465
-10.02,3,23.386972
-10.04,5,23.393972
-10.02,3,23.405482
-10.04,5,23.420509
-10.08,9,23.432017
-10.04,5,23.437016
-10.05,6,23.443525
-10.03,4,23.450032
-10.02,3,23.455032
-10.04,5,23.461644
-10.03,4,23.465641
-10.02,3,23.470764
-10.02,3,23.474768
-10.03,4,23.488302
-10.02,3,23.49236
-10.02,3,23.497394
-10.02,3,23.500933
-10.02,3,23.504976
-10.02,3,23.516484
-10.02,3,23.519481
-10.02,3,23.52199
-10.02,3,23.524989
-10.02,3,23.52799
-10.02,3,23.529991
-10.02,3,23.533504
-10.02,3,23.535506
-10.02,3,23.538505
-10.03,4,23.54201
-10.03,4,23.545014
-10.03,4,23.549013
-10.02,3,23.551013
-10.02,3,23.553523
-10.03,4,23.557551
-10.04,5,23.561521
-10.02,3,23.569571
-10.02,3,23.571571
-10.02,3,23.573571
-10.02,3,23.579019
-10.04,5,23.586528
-10.02,3,23.593529
-10.03,4,23.599055
-10.02,3,23.604042
-10.03,4,23.609551
-10.02,3,23.613551
-10.02,3,23.61706
-10.03,4,23.623062
-10.02,3,23.627574
-10.03,4,23.633574
-10.02,3,23.637081
-10.02,3,23.642081
-10.02,3,23.650661
-10.03,4,23.654662
-10.02,3,23.657177
-10.02,3,23.660176
-10.02,3,23.662174
-10.02,3,23.665178
-10.03,4,23.668207
-10.03,4,23.672206
-10.02,3,23.674208
-10.02,3,23.677716
-10.02,3,23.679715
-10.02,3,23.682714
-10.03,4,23.685716
-10.03,4,23.689224
-10.02,3,23.692226
-10.02,3,23.695225
-10.03,4,23.705735
-10.02,3,23.708239
-10.02,3,23.711243
-10.02,3,23.714246
-10.02,3,23.718753
-10.03,4,23.723759
-10.03,4,23.729264
-10.02,3,23.733273
-10.04,5,23.738269
-10.03,4,23.741782
-10.02,3,23.744781
-10.04,5,23.748782
-10.03,4,23.752291
-10.03,4,23.755291
-10.02,3,23.758291
-10.03,4,23.761799
-10.02,3,23.769309
-10.06,7,23.775817
-10.03,4,23.779816
-10.02,3,23.783327
-10.02,3,23.785327
-10.02,3,23.788329
-10.07,8,23.794837
-10.02,3,23.796838
-10.02,3,23.799837
-10.03,4,23.803347
-10.02,3,23.806349
-10.02,3,23.809347
-10.02,3,23.813862
-10.04,5,23.81986
-10.02,3,23.823364
-10.05,6,23.82937
-10.02,3,23.838751
-10.02,3,23.841747
-10.02,3,23.84526
-10.03,4,23.85026
-10.02,3,23.854774
-10.02,3,23.85778
-10.02,3,23.860783
-10.02,3,23.863783
-10.02,3,23.867295
-10.02,3,23.869808
-10.03,4,23.873809
-10.04,5,23.877322
-10.04,5,23.881322
-10.04,5,23.886325
-10.03,4,23.888835
-10.02,3,23.89184
-10.02,3,23.900458
-10.02,3,23.902458
-10.04,5,23.907075
-10.04,5,23.910967
-10.02,3,23.913965
-10.06,7,23.919477
-10.04,5,23.926479
-10.02,3,23.92999
-10.03,4,23.934989
-10.02,3,23.938561
-10.02,3,23.942496
-10.03,4,23.946496
-10.02,3,23.950005
-10.02,3,23.954004
-10.03,4,23.958005
-10.04,5,23.964515
-10.02,3,23.973196
-10.02,3,23.976194
-10.03,4,23.979194
-10.02,3,23.982704
-10.02,3,23.985704
-10.02,3,23.988705
-10.02,3,23.991217
-10.03,4,23.995217
-10.03,4,23.99822
-10.04,5,24.002732
-10.02,3,24.00573
-10.02,3,24.007731
-10.02,3,24.011236
-10.02,3,24.013242
-10.03,4,24.017241
-10.03,4,24.020241
-10.02,3,24.027748
-10.02,3,24.030749
-10.02,3,24.037258
-10.02,3,24.03926
-10.03,4,24.044771
-10.05,6,24.051771
-10.04,5,24.058281
-10.02,3,24.061279
-10.03,4,24.066787
-10.05,6,24.074309
-10.02,3,24.079313
-10.02,3,24.083315
-10.02,3,24.087824
-10.04,5,24.094824
-10.02,3,24.099333
-10.02,3,24.103333
-10.05,6,24.11384
-10.03,4,24.117348
-10.07,8,24.123348
-10.03,4,24.126856
-10.02,3,24.13086
-10.02,3,24.134855
-10.04,5,24.141364
-10.04,5,24.14988
-10.03,4,24.153878
-10.02,3,24.157383
-10.02,3,24.161387
-10.02,3,24.165387
-10.02,3,24.168896
-10.04,5,24.17493
-10.02,3,24.178403
-10.05,6,24.186407
-10.02,3,24.194995
-10.04,5,24.199493
-10.02,3,24.202507
-10.05,6,24.2075
-10.03,4,24.211016
-10.02,3,24.214016
-10.06,7,24.219014
-10.02,3,24.221527
-10.02,3,24.224528
-10.04,5,24.229534
-10.02,3,24.23204
-10.03,4,24.236039
-10.03,4,24.239047
-10.05,6,24.24455
-10.03,4,24.247555
-10.04,5,24.25155
-10.02,3,24.260061
-10.03,4,24.263583
-10.02,3,24.265572
-10.02,3,24.268077
-10.02,3,24.274593
-10.02,3,24.278592
-10.02,3,24.281592
-10.04,5,24.287105
-10.03,4,24.291106
-10.02,3,24.293609
-10.04,5,24.297615
-10.03,4,24.300614
-10.02,3,24.304215
-10.02,3,24.307144
-10.03,4,24.310142
-10.03,4,24.313154
-10.03,4,24.322993
-10.02,3,24.325498
-10.04,5,24.329502
-10.04,5,24.334116
-10.02,3,24.336607
-10.03,4,24.340608
-10.02,3,24.343607
-10.02,3,24.346112
-10.02,3,24.349117
-10.04,5,24.353118
-10.03,4,24.356627
-10.02,3,24.359616
-10.02,3,24.362144
-10.02,3,24.365145
-10.03,4,24.368152
-10.02,3,24.371156
-10.04,5,24.382674
-10.05,6,24.386674
-10.04,5,24.39072
-10.02,3,24.394719
-10.02,3,24.397229
-10.02,3,24.400234
-10.02,3,24.403236
-10.02,3,24.405245
-10.02,3,24.408756
-10.02,3,24.410755
-10.04,5,24.41576
-10.07,8,24.422269
-10.02,3,24.425269
-10.04,5,24.429779
-10.03,4,24.432778
-10.02,3,24.434779
-10.02,3,24.443289
-10.02,3,24.446287
-10.04,5,24.449798
499.93,8,24.455796
-10.02,3,24.460326
-10.02,3,24.464312
-10.02,3,24.468816
-10.04,5,24.474828
-10.02,3,24.478828
-10.02,3,24.484337
-10.06,7,24.494852
-10.02,3,24.499852
-10.02,3,24.503361
-10.02,3,24.508363
-10.02,3,24.512871
-10.05,6,24.519873
-10.03,4,24.536892
-10.03,4,24.545425
-10.02,3,24.552428
-10.02,3,24.559943
-10.03,4,24.566458
-10.02,3,24.56982
-10.05,6,24.57591
-10.04,5,24.57991
-10.08,9,24.591423
-10.02,3,24.597646
-10.02,3,24.608849
-10.02,3,24.611847
-10.02,3,24.614848
-10.03,4,24.624357
-10.13,14,24.643382
-10.06,7,24.664077
